Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,year,month
2013-05-03,2013-05-03,Same Day,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Super Decoflex Portable Personal File,44.94,3,0.0,12.5832,2013,May
2013-05-03,2013-05-03,Same Day,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Poly Designer Cover & Back,45.576,3,0.2,15.9516,2013,May
2013-11-21,2013-11-28,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,-77.333,2013,November
2013-11-21,2013-11-28,Standard Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,Samsung HM1900 Bluetooth Headset,122.92,7,0.2,46.095,2013,November
2013-11-21,2013-11-28,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,Eldon Wave Desk Accessories,7.068,3,0.6,-2.8272,2013,November
2013-02-01,2013-02-03,First Class,Corporate,United States,Arlington,Virginia,South,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0.0,14.677,2013,February
2014-04-01,2014-04-06,Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",13.468,13,0.8,-22.8956,2014,April
2014-12-02,2014-12-06,Standard Class,Consumer,United States,Grand Prairie,Texas,Central,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,219.8,5,0.2,24.7275,2014,December
2014-12-02,2014-12-06,Standard Class,Consumer,United States,Grand Prairie,Texas,Central,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3,0.3,-18.1176,2014,December
2014-12-11,2014-12-13,Second Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3,0.0,4.908,2014,December
2014-12-11,2014-12-13,Second Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,0.0,38.988,2014,December
2014-12-11,2014-12-13,Second Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,Col-Erase Pencils with Erasers,18.24,3,0.0,5.2896,2014,December
2013-09-18,2013-09-22,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652,2013,September
2013-09-18,2013-09-22,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,Clarity 53712,105.584,2,0.2,7.9188,2013,September
2013-12-24,2013-12-30,Standard Class,Corporate,United States,Grand Rapids,Michigan,Central,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",24.85,7,0.0,11.6795,2013,December
2014-04-18,2014-04-20,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773,2014,April
2014-10-28,2014-10-31,Second Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,Prang Colored Pencils,7.056,3,0.2,2.205,2014,October
2014-10-28,2014-10-31,Second Class,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,27.184,2,0.2,2.0388,2014,October
2013-07-09,2013-07-15,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,107.984,1,0.2,9.4486,2013,July
2013-07-09,2013-07-15,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,0.2,6.03,2013,July
2012-08-09,2012-08-14,Standard Class,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Labels,Avery File Folder Labels,4.608,2,0.2,1.6704,2012,August
2013-12-10,2013-12-15,Second Class,Corporate,United States,Franklin,Tennessee,South,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.974,3,0.4,-29.3238,2013,December
2013-12-10,2013-12-15,Second Class,Corporate,United States,Franklin,Tennessee,South,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2,0.7,-2.0622,2013,December
2013-11-14,2013-11-18,Standard Class,Home Office,United States,Highland Park,Illinois,Central,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2,0.8,-4.704,2013,November
2011-11-14,2011-11-15,First Class,Corporate,United States,Pasadena,Texas,Central,Office Supplies,Paper,Xerox 221,20.736,4,0.2,7.2576,2011,November
2011-11-17,2011-11-19,First Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0.0,7.9984,2011,November
2011-11-17,2011-11-19,First Class,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 1941,733.95,7,0.0,352.296,2011,November
2011-11-17,2011-11-19,First Class,Corporate,United States,San Francisco,California,West,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3,0.0,72.432,2011,November
2013-03-05,2013-03-09,Second Class,Corporate,United States,Miami,Florida,South,Office Supplies,Labels,Avery 518,10.08,4,0.2,3.528,2013,March
2011-10-11,2011-10-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Fellowes High-Stak Drawer Files,281.904,2,0.2,10.5714,2011,October
2011-10-11,2011-10-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,Airmail Envelopes,201.432,3,0.2,67.9833,2011,October
2011-05-22,2011-05-29,Standard Class,Consumer,United States,Decatur,Alabama,South,Technology,Phones,Nortel Networks T7316 E Nt8 B27,135.98,2,0.0,33.995,2011,May
2011-05-22,2011-05-29,Standard Class,Consumer,United States,Decatur,Alabama,South,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95,1,0.0,12.586,2011,May
2011-07-15,2011-07-19,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Central,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,2.97,3,0.0,1.3068,2011,July
2011-07-15,2011-07-19,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Central,Office Supplies,Fasteners,Advantus Push Pins,6.54,3,0.0,2.6814,2011,July
2012-12-27,2012-12-29,Second Class,Corporate,United States,Visalia,California,West,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,7.92,8,0.0,3.4848,2012,December
2012-02-09,2012-02-16,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5,0.2,22.941,2012,February
2014-05-09,2014-05-13,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,6,0.2,1049.985,2014,May
2014-11-03,2014-11-07,Standard Class,Corporate,United States,Overland Park,Kansas,Central,Office Supplies,Fasteners,Staples,18.24,3,0.0,9.12,2014,November
2014-11-03,2014-11-07,Standard Class,Corporate,United States,Overland Park,Kansas,Central,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",27.78,6,0.0,9.1674,2014,November
2011-04-05,2011-04-09,Second Class,Corporate,United States,Alexandria,Virginia,South,Office Supplies,Art,Crayola Colored Pencils,22.96,7,0.0,7.5768,2011,April
2011-04-05,2011-04-09,Second Class,Corporate,United States,Alexandria,Virginia,South,Technology,Phones,AT&T CL82213,28.99,1,0.0,8.4071,2011,April
2011-04-05,2011-04-09,Second Class,Corporate,United States,Alexandria,Virginia,South,Office Supplies,Paper,Xerox 1957,12.96,2,0.0,6.3504,2011,April
2011-04-05,2011-04-09,Second Class,Corporate,United States,Alexandria,Virginia,South,Office Supplies,Art,Newell 321,22.96,7,0.0,6.6584,2011,April
2011-04-05,2011-04-09,Second Class,Corporate,United States,Alexandria,Virginia,South,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0.0,83.281,2011,April
2011-09-17,2011-09-24,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,0.2,13.1956,2011,September
2011-09-17,2011-09-24,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Office Supplies,Paper,Xerox 1924,4.624,1,0.2,1.6762,2011,September
2011-09-30,2011-10-06,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"Master Caster Door Stop, Brown",15.24,3,0.0,5.1816,2011,September
2011-09-12,2011-09-17,Standard Class,Consumer,United States,Fairfield,Ohio,East,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",63.924,7,0.7,-46.8776,2011,September
2014-02-21,2014-02-26,Standard Class,Home Office,United States,Muskogee,Oklahoma,Central,Office Supplies,Art,Newell 351,6.56,2,0.0,1.9024,2014,February
2014-02-21,2014-02-26,Standard Class,Home Office,United States,Muskogee,Oklahoma,Central,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,13.11,3,0.0,3.4086,2014,February
2012-12-13,2012-12-15,First Class,Consumer,United States,Temecula,California,West,Technology,Phones,Plantronics Voyager Pro Legend,494.376,3,0.2,49.4376,2012,December
2012-12-13,2012-12-15,First Class,Consumer,United States,Temecula,California,West,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",29.2,5,0.2,9.855,2012,December
2012-12-13,2012-12-15,First Class,Consumer,United States,Temecula,California,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5,0.0,27.3735,2012,December
2012-12-13,2012-12-15,First Class,Consumer,United States,Temecula,California,West,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0.0,15.2208,2012,December
2013-10-31,2013-11-05,Standard Class,Consumer,United States,Sterling Heights,Michigan,Central,Office Supplies,Art,Newell 312,11.68,2,0.0,3.504,2013,October
2011-12-26,2011-12-30,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0.0,0.1191,2011,December
2011-12-26,2011-12-30,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,0.0,1.1136,2011,December
2011-08-15,2011-08-18,First Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,8,0.8,-52.632,2011,August
2014-10-02,2014-10-04,First Class,Home Office,United States,New York City,New York,East,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,11,0.0,767.2005,2014,October
2012-05-23,2012-05-30,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7,0.7,-12.796,2012,May
2012-05-23,2012-05-30,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016,2012,May
2014-11-17,2014-11-17,Same Day,Corporate,United States,San Francisco,California,West,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973,2014,November
2011-11-18,2011-11-22,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,50.997,1,0.7,-40.7976,2011,November
2011-11-18,2011-11-22,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Safco Industrial Wire Shelving,76.792,1,0.2,-16.3183,2011,November
2011-11-18,2011-11-22,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Motorola Droid Maxx,539.964,6,0.4,-107.9928,2011,November
2011-11-18,2011-11-22,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773,2011,November
2011-11-18,2011-11-22,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.944,3,0.7,-1.4256,2011,November
2011-12-30,2012-01-01,Second Class,Corporate,United States,Laredo,Texas,Central,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,12.984,3,0.2,4.7067,2011,December
2011-12-30,2012-01-01,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.584,2,0.2,19.0386,2011,December
2011-12-30,2012-01-01,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Phones,AT&T 1080 Corded phone,328.776,3,0.2,28.7679,2011,December
2011-12-30,2012-01-01,Second Class,Corporate,United States,Laredo,Texas,Central,Office Supplies,Binders,Acco Hanging Data Binders,2.286,3,0.8,-3.6576,2011,December
2011-12-30,2012-01-01,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952,2011,December
2012-11-05,2012-11-11,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344,6,0.2,8.8704,2012,November
2013-09-18,2013-09-23,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Avery Arch Ring Binders,232.4,5,0.2,78.435,2013,September
2013-03-21,2013-03-26,Second Class,Corporate,United States,Gulfport,Mississippi,South,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.45,7,0.0,38.038,2013,March
2011-09-27,2011-10-01,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294,2011,September
2011-09-27,2011-10-01,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,Xerox 1919,81.98,2,0.0,40.1702,2011,September
2014-12-25,2014-12-29,Standard Class,Consumer,United States,Oceanside,New York,East,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,271.764,2,0.1,48.3136,2014,December
2014-12-25,2014-12-29,Standard Class,Consumer,United States,Oceanside,New York,East,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",14.376,3,0.2,4.8519,2014,December
2014-11-11,2014-11-16,Second Class,Corporate,United States,Round Rock,Texas,Central,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,341.96,5,0.6,-427.45,2014,November
2012-09-11,2012-09-15,Standard Class,Consumer,United States,Redlands,California,West,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35,9,0.0,48.9645,2012,September
2012-09-11,2012-09-15,Standard Class,Consumer,United States,Redlands,California,West,Office Supplies,Labels,Avery 474,8.64,3,0.0,4.2336,2012,September
2011-12-20,2011-12-25,Standard Class,Consumer,United States,Columbia,Tennessee,South,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.512,7,0.2,3.8073,2011,December
2011-12-20,2011-12-25,Standard Class,Consumer,United States,Columbia,Tennessee,South,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,2011,December
2011-12-20,2011-12-25,Standard Class,Consumer,United States,Columbia,Tennessee,South,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25.92,5,0.2,9.072,2011,December
2012-07-23,2012-07-27,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,68.94,3,0.0,20.682,2012,July
2012-07-23,2012-07-27,Standard Class,Home Office,United States,New York City,New York,East,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3,0.0,50.2398,2012,July
2011-11-11,2011-11-15,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,896.99,5,0.8,-1480.0335,2011,November
2011-11-11,2011-11-15,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1.234,1,0.8,-1.9744,2011,November
2011-11-11,2011-11-15,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",67.56,3,0.2,6.756,2011,November
2011-11-11,2011-11-15,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",21.72,5,0.2,7.8735,2011,November
2011-11-11,2011-11-15,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 1893,262.336,8,0.2,95.0968,2011,November
2011-11-11,2011-11-15,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,2011,November
2011-11-11,2011-11-15,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,Classic Ivory Antique Telephone ZL1810,241.176,3,0.2,15.0735,2011,November
2014-12-15,2014-12-21,Standard Class,Home Office,United States,Chicago,Illinois,Central,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976,3,0.2,28.497,2014,December
2014-12-15,2014-12-21,Standard Class,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68,3,0.2,19.755,2014,December
2014-12-15,2014-12-21,Standard Class,Home Office,United States,Chicago,Illinois,Central,Furniture,Furnishings,"Master Caster Door Stop, Gray",2.032,1,0.6,-1.3208,2014,December
2014-08-22,2014-08-23,First Class,Consumer,United States,Oakland,California,West,Office Supplies,Art,Newell 336,17.12,4,0.0,4.9648,2014,August
2014-08-22,2014-08-23,First Class,Consumer,United States,Oakland,California,West,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968,4,0.2,37.7972,2014,August
2014-08-22,2014-08-23,First Class,Consumer,United States,Oakland,California,West,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4,0.0,10.3936,2014,August
2014-08-22,2014-08-23,First Class,Consumer,United States,Oakland,California,West,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364,2014,August
2014-08-22,2014-08-23,First Class,Consumer,United States,Oakland,California,West,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144,9,0.2,42.4647,2014,August
2014-08-22,2014-08-23,First Class,Consumer,United States,Oakland,California,West,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,0.0,54.9504,2014,August
2014-08-22,2014-08-23,First Class,Consumer,United States,Oakland,California,West,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",51.75,5,0.0,24.84,2014,August
2013-08-28,2013-09-02,Second Class,Consumer,United States,Quincy,Massachusetts,East,Office Supplies,Paper,Xerox 1919,122.97,3,0.0,60.2553,2013,August
2013-08-28,2013-09-02,Second Class,Consumer,United States,Quincy,Massachusetts,East,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,1,0.3,20.967,2013,August
2013-08-28,2013-09-02,Second Class,Consumer,United States,Quincy,Massachusetts,East,Technology,Phones,PureGear Roll-On Screen Protector,59.97,3,0.0,28.7856,2013,August
2013-08-28,2013-09-02,Second Class,Consumer,United States,Quincy,Massachusetts,East,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,9,0.0,36.693,2013,August
2013-08-28,2013-09-02,Second Class,Consumer,United States,Quincy,Massachusetts,East,Office Supplies,Fasteners,Staples,11.68,4,0.0,5.256,2013,August
2013-08-28,2013-09-02,Second Class,Consumer,United States,Quincy,Massachusetts,East,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29.0,5,0.0,13.92,2013,August
2012-08-13,2012-08-20,Standard Class,Corporate,United States,Yucaipa,California,West,Office Supplies,Art,50 Colored Long Pencils,50.8,5,0.0,13.208,2012,August
2014-11-06,2014-11-08,First Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,16.03,5,0.8,-25.648,2014,November
2013-08-18,2013-08-22,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.712,4,0.2,5.6956,2013,August
2013-12-27,2014-01-01,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,0.0,18.8937,2013,December
2011-09-23,2011-09-28,Standard Class,Corporate,United States,San Diego,California,West,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",435.999,3,0.15,20.5176,2011,September
2011-09-23,2011-09-28,Standard Class,Corporate,United States,San Diego,California,West,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,2,0.2,31.494,2011,September
2011-07-19,2011-07-24,Standard Class,Corporate,United States,Bristol,Connecticut,East,Technology,Phones,Polycom VVX 310 VoIP phone,359.98,2,0.0,93.5948,2011,July
2011-07-19,2011-07-24,Standard Class,Corporate,United States,Bristol,Connecticut,East,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",70.56,1,0.3,-4.032,2011,July
2011-07-19,2011-07-24,Standard Class,Corporate,United States,Bristol,Connecticut,East,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",20.88,2,0.0,9.6048,2011,July
2011-07-19,2011-07-24,Standard Class,Corporate,United States,Bristol,Connecticut,East,Office Supplies,Binders,Acco Hanging Data Binders,3.81,1,0.0,1.8288,2011,July
2014-09-08,2014-09-14,Standard Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Paper,Staples,73.008,9,0.2,26.4654,2014,September
2013-05-07,2013-05-11,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,Insertable Tab Post Binder Dividers,3.208,2,0.8,-5.2932,2013,May
2013-05-07,2013-05-11,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2,0.2,-3.272,2013,May
2012-06-04,2012-06-08,Second Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",30.44,4,0.0,14.3068,2012,June
2012-06-04,2012-06-08,Second Class,Home Office,United States,New York City,New York,East,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0.0,11.9952,2012,June
2012-12-13,2012-12-20,Standard Class,Home Office,United States,Revere,Massachusetts,East,Office Supplies,Paper,Xerox 222,19.44,3,0.0,9.3312,2012,December
2012-12-13,2012-12-20,Standard Class,Home Office,United States,Revere,Massachusetts,East,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,37.88,2,0.0,18.94,2012,December
2013-07-17,2013-07-19,Second Class,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,Staples,9.552,3,0.6,-3.8208,2013,July
2011-02-01,2011-02-03,First Class,Consumer,United States,Mission Viejo,California,West,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,0.15,3.4196,2011,February
2011-07-09,2011-07-15,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368,2,0.2,3.6288,2011,July
2011-07-09,2011-07-15,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Paper,Xerox 1895,14.352,3,0.2,4.485,2011,July
2012-11-21,2012-11-25,Standard Class,Consumer,United States,Las Vegas,Nevada,West,Furniture,Bookcases,"Hon Metal Bookcases, Putty",141.96,2,0.0,41.1684,2012,November
2012-11-21,2012-11-25,Standard Class,Consumer,United States,Las Vegas,Nevada,West,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",66.048,4,0.2,23.1168,2012,November
2013-03-26,2013-03-26,Same Day,Consumer,United States,Norman,Oklahoma,Central,Technology,Accessories,Logitech P710e Mobile Speakerphone,1287.45,5,0.0,244.6155,2013,March
2014-09-24,2014-10-01,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",25.824,6,0.2,9.0384,2014,September
2014-09-24,2014-10-01,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,160.96,2,0.0,48.288,2014,September
2012-12-04,2012-12-10,Standard Class,Consumer,United States,Hempstead,New York,East,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",28.44,3,0.0,11.376,2012,December
2012-12-04,2012-12-10,Standard Class,Consumer,United States,Hempstead,New York,East,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,364.41,5,0.1,8.098,2012,December
2012-12-04,2012-12-10,Standard Class,Consumer,United States,Hempstead,New York,East,Technology,Phones,Square Credit Card Reader,39.96,4,0.0,10.3896,2012,December
2012-12-04,2012-12-10,Standard Class,Consumer,United States,Hempstead,New York,East,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764,2,0.1,68.3332,2012,December
2013-11-02,2013-11-05,First Class,Corporate,United States,Conroe,Texas,Central,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672,9,0.2,6.9795,2013,November
2014-03-18,2014-03-22,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Binders,GBC Plasticlear Binding Covers,13.776,6,0.8,-22.0416,2014,March
2014-03-18,2014-03-22,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 1900,10.272,3,0.2,3.21,2014,March
2014-11-24,2014-11-25,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,OIC Stacking Trays,24.048,9,0.2,7.2144,2014,November
2014-08-28,2014-08-31,First Class,Corporate,United States,Tampa,Florida,South,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,2.896,1,0.2,0.9774,2014,August
2012-12-04,2012-12-09,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,0.0,8.7906,2012,December
2012-12-04,2012-12-09,Second Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",384.174,7,0.1,29.8802,2012,December
2012-12-04,2012-12-09,Second Class,Consumer,United States,New York City,New York,East,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1799.75,5,0.0,539.925,2012,December
2014-10-08,2014-10-12,Standard Class,Home Office,United States,Charlotte,North Carolina,South,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,580.672,4,0.2,65.3256,2014,October
2014-10-08,2014-10-12,Standard Class,Home Office,United States,Charlotte,North Carolina,South,Office Supplies,Fasteners,Staples,18.936,3,0.2,5.9175,2014,October
2014-10-08,2014-10-12,Standard Class,Home Office,United States,Charlotte,North Carolina,South,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384,2,0.2,16.6788,2014,October
2014-10-08,2014-10-12,Standard Class,Home Office,United States,Charlotte,North Carolina,South,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",50.454,6,0.7,-33.636,2014,October
2014-10-08,2014-10-12,Standard Class,Home Office,United States,Charlotte,North Carolina,South,Furniture,Tables,KI Adjustable-Height Table,154.764,3,0.4,-36.1116,2014,October
